Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_pernoctaciones
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2018-10-31,233360,10076
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2018-09-30,316528,10077
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2018-08-31,583127,10078
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2018-07-31,430926,10079
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2018-06-30,246574,10080
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2018-05-31,162415,10081
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2018-04-30,154878,10082
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2018-03-31,135020,10083
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2018-02-28,77701,10084
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2018-01-31,88749,10085
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2018-12-31,25799,10086
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2018-11-30,21950,10087
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2018-10-31,57456,10088
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2018-09-30,95521,10089
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2018-08-31,112926,10090
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2018-07-31,83337,10091
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2018-06-30,72243,10092
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2018-05-31,54414,10093
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2018-04-30,45690,10094
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2018-03-31,28263,10095
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2018-02-28,20129,10096
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2018-01-31,17934,10097
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2018-12-31,1997390,10098
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2018-11-30,2076793,10099
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2018-10-31,2291026,10100
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2018-09-30,2189183,10101
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2018-08-31,1925198,10102
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2018-07-31,2113266,10103
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2018-06-30,2188747,10104
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2018-05-31,2188981,10105
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2018-04-30,2082360,10106
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2018-03-31,2003045,10107
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2018-02-28,1730383,10108
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2018-01-31,1747430,10109
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2018-12-31,1069109,10110
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2018-11-30,1002877,10111
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2018-10-31,943710,10112
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2018-09-30,935194,10113
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2018-08-31,854666,10114
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2018-07-31,861847,10115
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2018-06-30,963585,10116
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2018-05-31,939310,10117
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2018-04-30,876416,10118
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2018-03-31,955408,10119
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2018-02-28,891220,10120
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2018-01-31,896539,10121
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2018-12-31,928281,10122
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2018-11-30,1073916,10123
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2018-10-31,1347316,10124
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2018-09-30,1253989,10125
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2018-08-31,1070532,10126
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2018-07-31,1251419,10127
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2018-06-30,1225162,10128
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2018-05-31,1249670,10129
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2018-04-30,1205943,10130
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2018-03-31,1047637,10131
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2018-02-28,839162,10132
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2018-01-31,850891,10133
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2018-12-31,163528,10134
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2018-11-30,212192,10135
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2018-10-31,282325,10136
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2018-09-30,333973,10137
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2018-08-31,420152,10138
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2018-07-31,357843,10139
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2018-06-30,307074,10140
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2018-05-31,282301,10141
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2018-04-30,288738,10142
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2018-03-31,282757,10143
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2018-02-28,195378,10144
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2018-01-31,144622,10145
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2018-12-31,128074,10146
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2018-11-30,164390,10147
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2018-10-31,206476,10148
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2018-09-30,219917,10149
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2018-08-31,315800,10150
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2018-07-31,262618,10151
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2018-06-30,217257,10152
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2018-05-31,199619,10153
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2018-04-30,222714,10154
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2018-03-31,220424,10155
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2018-02-28,143499,10156
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2018-01-31,94322,10157
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2018-12-31,35454,10158
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2018-11-30,47802,10159
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2018-10-31,75849,10160
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2018-09-30,114057,10161
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2018-08-31,104352,10162
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2018-07-31,95225,10163
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2018-06-30,89817,10164
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2018-05-31,82683,10165
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2018-04-30,66024,10166
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2018-03-31,62332,10167
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2018-02-28,51879,10168
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2018-01-31,50300,10169
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2018-12-31,102621,10170
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2018-11-30,150152,10171
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2018-10-31,190013,10172
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2018-09-30,205088,10173
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2018-08-31,253870,10174
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2018-07-31,203464,10175
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2018-06-30,172070,10176
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2018-05-31,184292,10177
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2018-04-30,164229,10178
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2018-03-31,148507,10179
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2018-02-28,87465,10180
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2018-01-31,79931,10181
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2018-12-31,85464,10182
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2018-11-30,129393,10183
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2018-10-31,150464,10184
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2018-09-30,144574,10185
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2018-08-31,192723,10186
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2018-07-31,140705,10187
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2018-06-30,124691,10188
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2018-05-31,127112,10189
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2018-04-30,124279,10190
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2018-03-31,123777,10191
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2018-02-28,70445,10192
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2018-01-31,63248,10193
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2018-12-31,17156,10194
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2018-11-30,20759,10195
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2018-10-31,39549,10196
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2018-09-30,60515,10197
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2018-08-31,61147,10198
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2018-07-31,62760,10199
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2018-06-30,47379,10200
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2018-05-31,57180,10201
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2018-04-30,39951,10202
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2018-03-31,24730,10203
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2018-02-28,17020,10204
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2018-01-31,16683,10205
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2018-12-31,55485,10206
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2018-11-30,58976,10207
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2018-10-31,74368,10208
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2018-09-30,77888,10209
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2018-08-31,102494,10210
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2018-07-31,81686,10211
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2018-06-30,69476,10212
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2018-05-31,70738,10213
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2018-04-30,62129,10214
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2018-03-31,57269,10215
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2018-02-28,39189,10216
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2018-01-31,41962,10217
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2018-12-31,45816,10218
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2018-11-30,46069,10219
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2018-10-31,52131,10220
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2018-09-30,52959,10221
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2018-08-31,69347,10222
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2018-07-31,51004,10223
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2018-06-30,45960,10224
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2018-05-31,45483,10225
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2018-04-30,45407,10226
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2018-03-31,45874,10227
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2018-02-28,32185,10228
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2018-01-31,32173,10229
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2018-12-31,9670,10230
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2018-11-30,12907,10231
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2018-10-31,22238,10232
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2018-09-30,24929,10233
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2018-08-31,33147,10234
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2018-07-31,30682,10235
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2018-06-30,23516,10236
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2018-05-31,25255,10237
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2018-04-30,16722,10238
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2018-03-31,11395,10239
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2018-02-28,7004,10240
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2018-01-31,9788,10241
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2018-12-31,190226,10242
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2018-11-30,215214,10243
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2018-10-31,272540,10244
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2018-09-30,284337,10245
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2018-08-31,358615,10246
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2018-07-31,303840,10247
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2018-06-30,258090,10248
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2018-05-31,259149,10249
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2018-04-30,232881,10250
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2018-03-31,209611,10251
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2018-02-28,157940,10252
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2018-01-31,152351,10253
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2018-12-31,138675,10254
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2018-11-30,142681,10255
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2018-10-31,153320,10256
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2018-09-30,148405,10257
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2018-08-31,203949,10258
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2018-07-31,166052,10259
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2018-06-30,141533,10260
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2018-05-31,136107,10261
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2018-04-30,138368,10262
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2018-03-31,136874,10263
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2018-02-28,103097,10264
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2018-01-31,102539,10265
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2018-12-31,51551,10266
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2018-11-30,72533,10267
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2018-10-31,119221,10268
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2018-09-30,135932,10269
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2018-08-31,154666,10270
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2018-07-31,137788,10271
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2018-06-30,116557,10272
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2018-05-31,123043,10273
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2018-04-30,94513,10274
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2018-03-31,72737,10275
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2018-02-28,54843,10276
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2018-01-31,49812,10277
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2018-12-31,136541,10278
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2018-11-30,162438,10279
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2018-10-31,210142,10280
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2018-09-30,232657,10281
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2018-08-31,293928,10282
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2018-07-31,280107,10283
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2018-06-30,220941,10284
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2018-05-31,215912,10285
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2018-04-30,191190,10286
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2018-03-31,171536,10287
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2018-02-28,117153,10288
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2018-01-31,104693,10289
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2018-12-31,91529,10290
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2018-11-30,108922,10291
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2018-10-31,111970,10292
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2018-09-30,110835,10293
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2018-08-31,160488,10294
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2018-07-31,135959,10295
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2018-06-30,101106,10296
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2018-05-31,93069,10297
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2018-04-30,108230,10298
